country_region,report_date,anosmia_score,ageusia_score,fever_score,cough_score,breath_shortness_score,anxiety_score,depression_score,insomnia_score,anosmia_7day_avg,ageusia_7day_avg,new_confirmed,new_deceased,new_hospitalized_patients,current_intensive_care_patients,mobility_workplaces,mobility_residential,stringency_index,population_density,gdp_per_capita_usd,confirmed_7day_avg,cases_per_100k
Ireland,2020-06-06,0.12,0.15,4.13,2.89,0.84,9.4,12.12,3.28,0.14333333333333334,0.16,18,4,,,,,72.22,70.9,78706,30.142857142857142,0.36702934603526743
Ireland,2020-06-07,,,3.81,3.02,0.89,9.95,13.19,3.71,0.14333333333333334,0.16,6,5,,,,,72.22,70.9,78706,20.714285714285715,0.12234311534508915
Ireland,2020-06-08,0.11,0.13,4.54,2.95,0.88,11.07,13.08,3.63,0.135,0.1525,8,3,,,,,72.22,70.9,78706,21.285714285714285,0.16312415379345219
Ireland,2020-06-09,0.13,,4.82,3.07,0.9,10.13,12.9,3.82,0.134,0.1525,16,2,,,,,72.22,70.9,78706,17.142857142857142,0.32624830758690437
Ireland,2020-06-10,,,4.25,2.85,0.96,10.02,12.85,3.69,0.1275,0.15333333333333332,7,4,,,,,72.22,70.9,78706,13.714285714285714,0.14273363456927068
Ireland,2020-06-11,,,4.06,2.86,0.79,10.44,13.48,3.67,0.12,0.14,12,2,,,,,72.22,70.9,78706,12.428571428571429,0.24468623069017831
Ireland,2020-06-12,,,3.98,2.74,0.79,9.58,12.5,3.5,0.12,0.14,45,2,,,,,72.22,70.9,78706,16.0,0.91757336508816867
Ireland,2020-06-13,,,3.63,2.64,0.79,9.67,12.59,3.22,0.12000000000000001,0.13,8,1,,,,,72.22,70.9,78706,14.571428571428571,0.16312415379345219
Ireland,2020-06-14,,,3.92,2.64,0.94,10.14,13.85,3.6,0.12000000000000001,0.13,18,2,,,,,72.22,70.9,78706,16.285714285714285,0.36702934603526743
Ireland,2020-06-15,,,4.17,2.82,0.83,10.18,13.63,3.69,0.13,,13,2,,,,,72.22,70.9,78706,17.0,0.26507674991435987
Ireland,2020-06-16,,,4.26,2.89,0.86,10.4,13.22,3.84,,,7,2,,,,,72.22,70.9,78706,15.714285714285714,0.14273363456927068
Ireland,2020-06-17,,,4.12,2.85,0.9,10.27,13.29,3.77,,,14,3,,,,,72.22,70.9,78706,16.714285714285715,0.28546726913854137
Ireland,2020-06-18,,,3.79,2.7,0.87,9.81,13.99,3.75,,,13,2,,,,,72.22,70.9,78706,16.857142857142858,0.26507674991435987
Ireland,2020-06-19,,,3.7,3.02,0.73,9.34,13.12,3.24,,,6,0,,,,,72.22,70.9,78706,11.285714285714286,0.12234311534508915
Ireland,2020-06-20,0.14,,3.56,2.65,0.82,9.02,12.49,3.26,0.14,,5,0,,,,,72.22,70.9,78706,10.857142857142858,0.10195259612090762
Ireland,2020-06-21,,,3.52,2.87,0.89,9.82,13.47,3.36,0.14,,4,2,,,,,72.22,70.9,78706,8.8571428571428577,0.0815620768967261
Ireland,2020-06-22,0.14,,4.5,3.0,0.98,10.96,13.83,3.82,0.14,,8,6,,,,,72.22,70.9,78706,8.1428571428571423,0.16312415379345219
Ireland,2020-06-23,,,4.46,2.96,0.98,10.31,13.29,3.75,0.14,,5,1,,,,,72.22,70.9,78706,7.8571428571428568,0.10195259612090762
Ireland,2020-06-24,,,4.21,2.55,0.88,9.78,12.9,3.71,0.14,,9,1,,,,,72.22,70.9,78706,7.1428571428571432,0.18351467301763372
Ireland,2020-06-25,0.12,,4.26,2.58,0.86,9.11,13.05,3.4,0.13333333333333333,,9,2,,,,,72.22,70.9,78706,6.5714285714285712,0.18351467301763372
Ireland,2020-06-26,0.12,,3.98,2.58,0.75,9.14,13.4,3.47,0.13,,23,1,,,,,38.89,70.9,78706,9.0,0.46898194215617511
Ireland,2020-06-27,,,3.88,2.56,0.77,9.15,13.29,3.16,0.12666666666666668,,2,1,,,,,38.89,70.9,78706,8.5714285714285712,0.040781038448363047
Ireland,2020-06-28,,,3.94,2.64,0.85,10.07,13.48,3.48,0.12666666666666668,,23,1,,,,,38.89,70.9,78706,11.285714285714286,0.46898194215617511
Ireland,2020-06-29,,,5.19,3.02,0.94,10.14,13.55,3.61,0.12,,11,2,,,,,38.89,70.9,78706,11.714285714285714,0.22429571146599678
Ireland,2020-06-30,,,5.35,3.09,0.86,10.13,13.44,4.07,0.12,,4,0,,,,,38.89,70.9,78706,11.571428571428571,0.0815620768967261
Ireland,2020-07-01,,,5.15,2.77,0.92,10.07,13.18,3.75,0.12,,12,0,,,,,38.89,70.9,78706,12.0,0.24468623069017831
Ireland,2020-07-02,,,4.88,2.69,0.88,9.68,13.48,3.69,0.12,,9,3,,,,,38.89,70.9,78706,12.0,0.18351467301763372
Ireland,2020-07-03,0.14,,4.97,2.74,0.84,9.7,12.89,3.49,0.14,,11,1,,,,,38.89,70.9,78706,10.285714285714286,0.22429571146599678
Ireland,2020-07-04,,,4.36,2.54,0.88,9.53,12.94,3.53,0.14,,18,0,,,,,38.89,70.9,78706,12.571428571428571,0.36702934603526743
Ireland,2020-07-05,,,4.44,2.7,0.93,10.69,14.04,3.71,0.14,,4,1,,,,,38.89,70.9,78706,9.8571428571428577,0.0815620768967261
Ireland,2020-07-06,,,4.8,2.85,1.04,10.46,14.23,3.55,0.14,,7,0,,,,,38.89,70.9,78706,9.2857142857142865,0.14273363456927068
Ireland,2020-07-07,,,5.21,2.99,1.01,10.1,13.61,3.69,0.14,,4,2,,,,,38.89,70.9,78706,9.2857142857142865,0.0815620768967261
Ireland,2020-07-08,,0.15,4.89,2.89,0.92,10.21,13.03,3.74,0.14,0.15,23,0,,,,,38.89,70.9,78706,10.857142857142858,0.46898194215617511
Ireland,2020-07-09,,,4.88,2.88,0.93,9.85,13.11,3.42,0.14,0.15,24,0,,,,,38.89,70.9,78706,13.0,0.48937246138035662
Ireland,2020-07-10,,,4.8,2.72,0.82,9.13,12.87,3.4,,0.15,22,0,,,,,38.89,70.9,78706,14.571428571428571,0.44859142293199356
Ireland,2020-07-11,,,4.27,2.7,0.73,8.91,12.73,3.2,,0.15,17,0,,,,,38.89,70.9,78706,14.428571428571429,0.34663882681108588
Ireland,2020-07-12,,,4.67,2.82,0.98,10.09,13.72,3.54,,0.15,10,1,,,,,38.89,70.9,78706,15.285714285714286,0.20390519224181525
Ireland,2020-07-13,,,6.45,2.99,1.01,10.08,13.83,3.54,,0.15,32,2,,,,,38.89,70.9,78706,18.857142857142858,0.65249661517380875
Ireland,2020-07-14,,,5.35,3.03,1.0,10.26,14.1,3.89,,0.15,13,2,,,,,38.89,70.9,78706,20.142857142857142,0.26507674991435987
Ireland,2020-07-15,,,5.11,3.0,1.02,9.86,14.09,3.74,,,15,0,,,,,38.89,70.9,78706,19.0,0.30585778836272287
Ireland,2020-07-16,,,5.34,2.9,0.84,9.51,13.36,3.57,,,32,0,,,,,38.89,70.9,78706,20.142857142857142,0.65249661517380875
Ireland,2020-07-17,,,5.1,2.95,0.88,9.54,13.6,3.52,,,20,1,,,,,38.89,70.9,78706,19.857142857142858,0.40781038448363049
Ireland,2020-07-18,0.14,,4.36,2.65,0.94,9.12,12.71,3.35,0.14,,10,0,,,,,38.89,70.9,78706,18.857142857142858,0.20390519224181525
Ireland,2020-07-19,,,4.26,2.87,0.83,9.53,13.33,3.67,0.14,,6,0,,,,,38.89,70.9,78706,18.285714285714285,0.12234311534508915
Ireland,2020-07-20,,,5.05,3.08,0.92,10.17,13.68,3.66,0.14,,36,0,,,,,38.89,70.9,78706,18.857142857142858,0.73405869207053487
Ireland,2020-07-21,0.13,,5.06,3.04,0.93,9.89,13.64,3.7,0.135,,17,1,,,,,38.89,70.9,78706,19.428571428571427,0.34663882681108588
Ireland,2020-07-22,,,5.61,3.15,0.96,10.03,13.96,3.72,0.135,,7,0,,,,,38.89,70.9,78706,18.285714285714285,0.14273363456927068
Ireland,2020-07-23,,0.13,5.19,2.96,0.91,9.83,13.74,3.67,0.135,0.13,19,1,,,,,38.89,70.9,78706,16.428571428571427,0.387419865259449
Ireland,2020-07-24,,,4.92,2.89,0.91,9.96,12.73,3.69,0.135,0.13,24,0,,,,,38.89,70.9,78706,17.0,0.48937246138035662
Ireland,2020-07-25,,,4.4,2.95,0.89,9.35,12.31,3.41,0.13,0.13,12,0,,,,,38.89,70.9,78706,17.285714285714285,0.24468623069017831
Ireland,2020-07-26,,,4.25,2.85,0.85,10.37,13.0,3.48,0.13,0.13,11,0,,,,,38.89,70.9,78706,18.0,0.22429571146599678
Ireland,2020-07-27,,,4.84,3.24,0.95,10.31,14.21,3.76,0.13,0.13,38,0,,,,,38.89,70.9,78706,18.285714285714285,0.774839730518898
Ireland,2020-07-28,,,4.85,3.13,0.94,10.33,13.12,3.62,,0.13,12,0,,,,,38.89,70.9,78706,17.571428571428573,0.24468623069017831
Ireland,2020-07-29,0.19,,4.78,3.21,0.86,10.35,13.66,3.9,0.19,0.13,85,1,,,,,38.89,70.9,78706,28.714285714285715,1.7331941340554298
Ireland,2020-07-30,0.14,,4.8,3.2,0.93,9.64,14.06,3.7,0.165,,38,1,,,,,38.89,70.9,78706,31.428571428571427,0.774839730518898
Ireland,2020-07-31,,,4.91,2.98,0.85,9.12,13.59,3.47,0.165,,44,0,,,,,38.89,70.9,78706,34.285714285714285,0.89718284586398711
Ireland,2020-08-01,,,4.35,3.14,0.72,8.71,13.36,3.31,0.165,,53,0,,,,,38.89,70.9,78706,40.142857142857146,1.0806975188816208
Ireland,2020-08-02,,,4.87,3.21,0.86,9.41,13.92,3.2,0.165,,46,0,,,,,38.89,70.9,78706,45.142857142857146,0.93796388431235023
Ireland,2020-08-03,,0.17,4.65,3.26,0.9,10.32,14.86,3.65,0.165,0.17,45,0,,,,,38.89,70.9,78706,46.142857142857146,0.91757336508816867
Ireland,2020-08-04,,,5.51,3.32,0.93,10.18,15.45,3.82,0.165,0.17,50,0,,,,,38.89,70.9,78706,51.571428571428569,1.0195259612090763
Ireland,2020-08-05,,,5.25,3.35,0.91,9.97,14.27,3.69,0.14,0.17,69,0,,,,,38.89,70.9,78706,49.285714285714285,1.4069458264685251
Ireland,2020-08-06,,,5.67,3.51,0.92,9.97,14.76,3.58,,0.17,98,1,,,,,38.89,70.9,78706,57.857142857142854,1.9982708839697896
Ireland,2020-08-07,,,6.14,3.23,0.87,8.61,15.06,3.27,,0.17,174,1,,,,,38.89,70.9,78706,76.428571428571431,3.5479503450075853
Ireland,2020-08-08,,,4.71,3.26,0.81,8.53,14.35,3.18,,0.17,68,1,,,,,64.35,70.9,78706,78.571428571428569,1.3865553072443435
Ireland,2020-08-09,,,4.98,3.38,0.82,9.75,14.77,3.18,,0.17,56,1,,,,,64.35,70.9,78706,80.0,1.1418690765541655
Ireland,2020-08-10,,,5.95,3.84,0.91,10.28,14.87,3.7,,,33,0,,,,,64.35,70.9,78706,78.285714285714292,0.67288713439799031
Ireland,2020-08-11,0.15,,5.96,3.71,0.93,9.98,14.34,3.74,0.15,,37,0,,,,,64.35,70.9,78706,76.428571428571431,0.75444921129471643
Ireland,2020-08-12,,,5.74,3.69,0.86,9.56,13.95,3.67,0.15,,91,0,,,,,64.35,70.9,78706,79.571428571428569,1.8555372494005189
Ireland,2020-08-13,,,5.66,3.51,0.88,9.48,13.51,3.64,0.15,,66,0,,,,,64.35,70.9,78706,75.0,1.3457742687959806
Ireland,2020-08-14,0.31,,5.11,3.5,0.83,8.99,12.76,3.41,0.23,,196,1,,,,,64.35,70.9,78706,78.142857142857139,3.9965417679395792
Ireland,2020-08-15,,,5.12,3.6,0.79,8.91,13.96,3.01,0.23,,66,0,,,,,64.35,70.9,78706,77.857142857142861,1.3457742687959806
Ireland,2020-08-16,,,4.99,3.71,0.87,10.07,14.38,3.6,0.23,,56,0,,,,,64.35,70.9,78706,77.857142857142861,1.1418690765541655
Ireland,2020-08-17,,0.13,5.8,4.12,1.02,10.95,14.98,3.93,0.23,0.13,186,0,,,,,64.35,70.9,78706,99.714285714285708,3.792636575697764
Ireland,2020-08-18,0.14,,6.01,3.93,0.97,10.16,16.05,3.75,0.225,0.13,48,0,,,,,67.13,70.9,78706,101.28571428571429,0.97874492276071323
Ireland,2020-08-19,0.18,0.15,5.81,4.02,0.87,9.73,14.06,3.77,0.21,0.14,129,1,,,,,67.13,70.9,78706,106.71428571428571,2.6303769799194163
Ireland,2020-08-20,,0.12,5.61,3.98,0.88,9.75,14.41,3.64,0.21,0.13333333333333333,79,0,,,,,67.13,70.9,78706,108.57142857142857,1.6108510187103406
Ireland,2020-08-21,,,5.13,3.84,0.74,9.15,14.62,3.37,0.16,0.13333333333333333,153,0,,,,,67.13,70.9,78706,102.42857142857143,3.1197494412997733
Ireland,2020-08-22,,0.17,5.12,4.06,0.88,9.28,13.57,3.23,0.16,0.14250000000000002,61,0,,,,,67.13,70.9,78706,101.71428571428571,1.2438216726750728
Ireland,2020-08-23,0.14,,5.18,4.16,0.84,9.99,14.52,3.54,0.15333333333333335,0.14250000000000002,147,0,,,,,67.13,70.9,78706,114.71428571428571,2.9974063259546839
Ireland,2020-08-24,,,6.12,4.4,0.93,10.44,14.91,3.57,0.15333333333333335,0.14666666666666667,85,1,,,,,67.13,70.9,78706,100.28571428571429,1.7331941340554298
Ireland,2020-08-25,,,6.6,4.48,0.96,9.97,14.39,3.63,0.16,0.14666666666666667,162,0,,,,,67.13,70.9,78706,116.57142857142857,3.3032641143174071
Ireland,2020-08-26,0.13,,5.65,4.33,0.89,9.53,13.96,3.75,0.135,0.14500000000000002,90,0,,,,,67.13,70.9,78706,111.0,1.8351467301763373
Ireland,2020-08-27,0.13,0.2,6.39,4.53,0.89,9.6,13.49,3.69,0.13333333333333333,0.18500000000000003,126,0,,,,,67.13,70.9,78706,117.71428571428571,2.5692054222468719
Ireland,2020-08-28,0.15,0.17,5.38,5.16,0.85,8.9,13.08,3.21,0.1375,0.18000000000000002,140,0,,,,,67.13,70.9,78706,115.85714285714286,2.8546726913854132
Ireland,2020-08-29,,0.16,5.33,4.87,0.83,8.62,12.93,3.24,0.1375,0.17666666666666667,41,0,,,,,67.13,70.9,78706,113.0,0.83601128819144255
Ireland,2020-08-30,0.16,0.13,5.93,5.36,0.92,9.75,13.78,3.59,0.14250000000000002,0.165,51,0,,,,,67.13,70.9,78706,99.285714285714292,1.0399164804332579
Ireland,2020-08-31,0.2,0.13,6.61,5.25,0.98,10.06,13.9,3.77,0.154,0.158,214,0,,,,,67.13,70.9,78706,117.71428571428571,4.3635711139748468
Ireland,2020-09-01,0.14,0.13,6.74,5.16,0.97,10.05,14.53,3.66,0.15166666666666667,0.15333333333333335,89,0,,,,,67.13,70.9,78706,107.28571428571429,1.8147562109521558
Ireland,2020-09-02,0.14,0.17,7.41,5.62,0.97,10.34,14.37,3.75,0.15333333333333335,0.15571428571428572,92,1,,,,,67.13,70.9,78706,107.57142857142857,1.8759277686247005
Ireland,2020-09-03,0.15,0.15,6.95,5.4,0.94,9.97,13.67,3.65,0.15666666666666668,0.14857142857142858,97,0,,,,,67.13,70.9,78706,103.42857142857143,1.977880364745608
Ireland,2020-09-04,,0.12,6.44,5.56,0.91,8.87,12.63,3.38,0.158,0.14142857142857143,231,0,,,,,67.13,70.9,78706,116.42857142857143,4.7102099407859326
Ireland,2020-09-05,0.15,,6.92,6.49,0.95,9.04,12.69,3.37,0.15666666666666668,0.13833333333333334,138,2,,,,,67.13,70.9,78706,130.28571428571428,2.81389165293705
Ireland,2020-09-06,0.14,,7.84,7.75,0.98,10.33,13.49,3.65,0.15333333333333335,0.14,102,1,,,,,67.13,70.9,78706,137.57142857142858,2.0798329608665158
Ireland,2020-09-07,0.4,0.23,8.57,7.31,1.07,10.78,15.36,3.68,0.18666666666666668,0.16,306,1,,,,,67.13,70.9,78706,150.71428571428572,6.2394988825995465
Ireland,2020-09-08,0.25,0.25,8.77,7.12,1.17,10.95,23.84,3.77,0.20500000000000002,0.184,84,1,,,,,67.13,70.9,78706,150.0,1.7128036148312482
Ireland,2020-09-09,0.22,0.2,8.02,7.11,1.05,10.02,14.5,3.78,0.21833333333333335,0.19,196,0,,,,,67.13,70.9,78706,164.85714285714286,3.9965417679395792
Ireland,2020-09-10,0.2,0.21,8.21,7.26,0.97,10.07,13.83,3.53,0.22666666666666668,0.202,211,3,,,,,67.13,70.9,78706,181.14285714285714,4.3023995563023014
Ireland,2020-09-11,0.18,0.15,6.93,6.65,0.9,8.93,14.24,3.11,0.22,0.208,159,2,,,,,67.13,70.9,78706,170.85714285714286,3.2420925566448622
Ireland,2020-09-12,0.15,0.15,6.94,7.16,0.92,8.79,13.27,3.28,0.22,0.19833333333333333,255,1,,,,,67.13,70.9,78706,187.57142857142858,5.1995824021662891
Ireland,2020-09-13,0.15,0.19,8.57,7.89,1.06,10.37,14.23,3.45,0.22142857142857142,0.19714285714285715,207,2,,,,,67.13,70.9,78706,202.57142857142858,4.2208374794055752
Ireland,2020-09-14,0.13,0.2,8.91,8.28,1.1,10.46,14.48,3.34,0.18285714285714286,0.19285714285714287,357,3,,,,,67.13,70.9,78706,209.85714285714286,7.2794153630328049
Ireland,2020-09-15,0.2,0.14,9.04,7.72,0.96,10.15,15.64,3.5,0.17571428571428571,0.17714285714285716,250,2,,,,,67.13,70.9,78706,233.57142857142858,5.0976298060453811
Ireland,2020-09-16,0.18,0.13,8.05,6.62,1.04,9.79,14.52,3.57,0.17,0.16714285714285715,224,3,,,,,67.13,70.9,78706,237.57142857142858,4.5674763062166619
Ireland,2020-09-17,0.11,0.14,7.07,6.34,0.99,9.33,14.48,3.2,0.15714285714285714,0.15714285714285714,248,1,,,,,67.13,70.9,78706,242.85714285714286,5.0568487675970175
Ireland,2020-09-18,0.15,0.13,6.14,5.61,0.91,8.33,14.59,2.91,0.15285714285714286,0.1542857142857143,267,0,,,,,60.65,70.9,78706,258.28571428571428,5.4442686328564669
Ireland,2020-09-19,0.13,,6.26,6.24,0.81,8.69,13.26,2.91,0.15,0.155,395,0,,,,,60.65,70.9,78706,278.28571428571428,8.054255093551701
Ireland,2020-09-20,0.14,0.13,6.75,6.46,0.88,9.45,13.83,3.09,0.14857142857142858,0.14500000000000002,188,0,,,,,60.65,70.9,78706,275.57142857142856,3.8334176141461267
Ireland,2020-09-21,0.22,0.17,7.46,6.39,0.98,9.9,14.31,3.3,0.16142857142857142,0.14,323,2,,,,,52.31,70.9,78706,270.71428571428572,6.5861377094106315
Ireland,2020-09-22,0.22,0.16,6.95,6.39,1.02,10.02,14.03,3.46,0.16428571428571428,0.14333333333333334,231,4,,,,,52.31,70.9,78706,268.0,4.7102099407859326
Ireland,2020-09-23,0.14,0.23,6.41,6.08,0.96,9.61,13.62,3.51,0.15857142857142859,0.16,319,0,,,,,52.31,70.9,78706,281.57142857142856,6.5045756325139061
Ireland,2020-09-24,0.34,0.16,6.48,5.75,0.92,9.25,13.6,3.24,0.19142857142857145,0.16333333333333333,321,2,,,,,52.31,70.9,78706,292.0,6.54535667096227
Ireland,2020-09-25,0.27,,5.79,5.42,0.84,8.13,12.87,2.92,0.20857142857142857,0.17,245,2,,,,,52.31,70.9,78706,288.85714285714283,4.9956772099244739
Ireland,2020-09-26,0.25,0.18,5.72,5.84,0.94,8.62,12.9,3.03,0.22571428571428573,0.17166666666666666,430,2,,,,,52.31,70.9,78706,293.85714285714283,8.7679232663980553
Ireland,2020-09-27,0.19,0.19,6.18,6.24,1.05,9.6,13.96,4.14,0.23285714285714287,0.18166666666666667,387,0,,,,,52.31,70.9,78706,322.28571428571428,7.8911309397582494
Ireland,2020-09-28,0.17,0.1,6.78,6.11,1.12,10.29,14.1,3.58,0.22571428571428573,0.17,363,0,,,,,52.31,70.9,78706,328.0,7.4017584783778929
Ireland,2020-09-29,0.17,0.18,6.28,5.69,0.97,9.72,13.96,3.4,0.21857142857142858,0.17333333333333334,415,2,,,,,52.31,70.9,78706,354.28571428571428,8.462065478035333
Ireland,2020-09-30,0.16,,5.95,5.31,0.94,9.57,13.71,3.47,0.22142857142857145,0.162,442,2,,,,,52.31,70.9,78706,371.85714285714283,9.0126094970882331
Ireland,2020-10-01,0.18,0.14,5.49,5.23,0.95,9.17,13.65,3.53,0.19857142857142857,0.158,466,4,,,,,52.31,70.9,78706,392.57142857142856,9.50198195846859
Ireland,2020-10-02,0.15,0.13,5.9,5.22,0.91,8.69,13.03,3.37,0.18142857142857144,0.15333333333333335,605,1,,,,,52.31,70.9,78706,444.0,12.336264130629823
Ireland,2020-10-03,0.23,,6.15,5.48,1.05,8.74,14.05,3.36,0.17857142857142858,0.148,364,2,,,,,52.31,70.9,78706,434.57142857142856,7.4221489976020756
Ireland,2020-10-04,0.18,0.15,6.37,5.82,1.12,9.26,15.78,3.36,0.17714285714285716,0.14,517,3,,,,,52.31,70.9,78706,453.14285714285717,10.541898438901848
Ireland,2020-10-05,0.19,0.18,7.13,5.58,1.08,9.23,17.77,3.3,0.18,0.156,424,2,,,,,52.31,70.9,78706,461.85714285714283,8.6455801510529664
Ireland,2020-10-06,0.15,0.2,7.29,5.63,1.23,9.34,15.09,3.48,0.17714285714285713,0.16,611,1,,,,,52.31,70.9,78706,489.85714285714283,12.458607245974912
Ireland,2020-10-07,0.15,0.16,6.51,5.54,1.11,9.92,14.62,3.52,0.17571428571428571,0.16,502,1,,,,,55.09,70.9,78706,498.42857142857144,10.236040650539126
Ireland,2020-10-08,0.14,0.13,6.1,5.39,1.04,9.39,14.64,3.25,0.17,0.15833333333333333,617,4,,,,,55.09,70.9,78706,520.0,12.58095036132
Ireland,2020-10-09,0.11,0.12,5.83,5.45,0.97,9.2,13.93,3.03,0.16428571428571428,0.15666666666666668,1011,5,,,,,55.09,70.9,78706,578.0,20.614814935647519
Ireland,2020-10-10,0.22,,5.67,5.23,1.03,9.82,15.46,3.16,0.16285714285714287,0.15666666666666668,817,5,,,,,55.09,70.9,78706,642.71428571428567,16.659054206156306
Ireland,2020-10-11,0.2,0.19,5.88,5.39,1.08,10.35,15.02,3.47,0.16571428571428573,0.16333333333333333,820,2,,,,,55.09,70.9,78706,686.0,16.72022576382885
Ireland,2020-10-12,0.19,0.17,6.97,5.57,1.18,10.34,15.07,3.56,0.16571428571428573,0.16166666666666668,808,5,,,,,55.09,70.9,78706,740.85714285714289,16.475539533138672
Ireland,2020-10-13,0.22,0.2,6.0,5.05,1.04,10.25,14.97,3.48,0.17571428571428571,0.16166666666666668,1084,4,,,,,55.09,70.9,78706,808.42857142857144,22.103322839012773
Ireland,2020-10-14,0.23,0.2,6.1,4.91,1.09,9.87,15.64,3.51,0.18714285714285714,0.16833333333333333,1186,2,,,,,55.09,70.9,78706,906.14285714285711,24.183155799879291
Ireland,2020-10-15,0.2,0.17,5.65,4.87,1.0,10.12,14.63,3.48,0.19571428571428573,0.17500000000000002,998,5,,,,,55.09,70.9,78706,960.57142857142856,20.349738185733163
Ireland,2020-10-16,0.2,0.19,5.17,4.55,0.94,8.83,14.98,3.01,0.20857142857142857,0.18666666666666668,1251,8,,,,,55.09,70.9,78706,994.85714285714289,25.50853954945109
Ireland,2020-10-17,0.2,0.19,5.08,5.8,0.96,8.89,15.07,2.93,0.20571428571428571,0.18714285714285714,1284,3,,,,,55.09,70.9,78706,1061.5714285714287,26.181426683849079
Ireland,2020-10-18,0.21,0.17,5.59,5.27,1.05,9.8,15.12,3.51,0.20714285714285716,0.1842857142857143,1031,4,,,,,55.09,70.9,78706,1091.7142857142858,21.022625320131151
Ireland,2020-10-19,0.13,0.12,5.79,4.91,0.99,9.64,18.13,3.43,0.19857142857142857,0.17714285714285716,1263,5,,,,,55.09,70.9,78706,1156.7142857142858,25.753225780141264
Ireland,2020-10-20,0.14,,5.63,4.77,1.04,9.77,14.41,3.51,0.18714285714285714,0.17333333333333334,1166,3,,,,,55.09,70.9,78706,1168.4285714285713,23.775345415395659
Ireland,2020-10-21,0.15,0.14,5.35,4.58,0.98,9.51,14.02,3.67,0.17571428571428571,0.16333333333333333,1066,5,,,,,81.48,70.9,78706,1151.2857142857142,21.736293492977506
Ireland,2020-10-22,0.15,,5.08,4.48,1.04,9.51,14.24,3.64,0.16857142857142857,0.162,1851,7,,,,,81.48,70.9,78706,1273.1428571428571,37.742851083960005
Ireland,2020-10-23,0.17,0.11,4.59,4.17,0.93,8.78,14.29,3.46,0.16428571428571428,0.14600000000000002,847,5,,,,,81.48,70.9,78706,1215.4285714285713,17.27076978288175
Ireland,2020-10-24,0.21,0.16,4.44,4.39,0.92,9.02,13.42,3.49,0.1657142857142857,0.14,1020,7,,,,,81.48,70.9,78706,1177.7142857142858,20.798329608665156
Ireland,2020-10-25,0.19,0.16,4.15,4.57,1.06,9.19,13.77,3.35,0.16285714285714287,0.138,939,5,,,,,81.48,70.9,78706,1164.5714285714287,19.146697551506449
Ireland,2020-10-26,0.26,,4.33,4.68,1.13,9.97,15.37,3.6,0.18142857142857144,0.14250000000000002,700,7,,,,,81.48,70.9,78706,1084.1428571428571,14.273363456927067
Ireland,2020-10-27,0.17,0.15,4.62,4.86,1.17,10.57,14.63,3.67,0.18571428571428572,0.14400000000000002,667,4,,,,,81.48,70.9,78706,1012.8571428571429,13.600476322529078
Ireland,2020-10-28,0.14,0.2,4.33,4.42,1.05,10.4,15.49,3.59,0.1842857142857143,0.156,863,8,,,,,81.48,70.9,78706,983.85714285714289,17.597018090468655
Ireland,2020-10-29,,0.13,4.46,4.37,0.99,10.6,14.84,3.72,0.19,0.15166666666666667,762,6,,,,,81.48,70.9,78706,828.28571428571433,15.537575648826323
Ireland,2020-10-30,0.12,0.12,3.86,3.9,0.96,10.04,13.76,3.46,0.18166666666666667,0.15333333333333335,397,5,,,,,81.48,70.9,78706,764.0,8.0950361320000663
Ireland,2020-10-31,0.13,0.2,3.56,3.45,0.84,8.82,13.88,3.08,0.16833333333333333,0.16,546,4,,,,,81.48,70.9,78706,696.28571428571433,11.133223496403113
Ireland,2020-11-01,,,4.16,3.95,0.98,32.52,34.1,3.97,0.164,0.16,748,4,,,,,81.48,70.9,78706,669.0,15.25210837968778
Ireland,2020-11-02,0.16,0.12,4.33,4.1,1.1,21.46,23.37,3.91,0.14400000000000002,0.15333333333333335,298,7,,,,,81.48,70.9,78706,611.57142857142856,6.0763747288060941
Ireland,2020-11-03,0.13,0.1,4.01,3.78,1.12,13.58,17.46,3.79,0.136,0.14500000000000002,435,6,,,,,81.48,70.9,78706,578.42857142857144,8.8698758625189633
Ireland,2020-11-04,,,3.86,3.57,0.97,11.15,15.39,3.55,0.135,0.134,563,3,,,,,81.48,70.9,78706,535.57142857142856,11.479862323214197
Ireland,2020-11-05,,,4.03,3.77,0.9,10.74,14.44,3.46,0.135,0.135,492,9,,,,,81.48,70.9,78706,497.0,10.03213545829731
Ireland,2020-11-06,,,3.67,3.44,0.86,9.68,13.36,3.07,0.14,0.14,317,6,,,,,81.48,70.9,78706,485.57142857142856,6.4637945940655435
Ireland,2020-11-07,0.12,,3.71,3.52,0.99,9.92,13.38,3.19,0.13666666666666666,0.11,539,10,,,,,81.48,70.9,78706,484.57142857142856,10.990489861833842
Ireland,2020-11-08,0.12,,3.81,3.7,0.97,11.34,13.88,3.99,0.1325,0.11,265,9,,,,,81.48,70.9,78706,415.57142857142856,5.4034875944081042
Ireland,2020-11-09,0.16,0.15,4.47,3.87,1.03,11.69,13.9,4.13,0.1325,0.125,230,2,,,,,81.48,70.9,78706,405.85714285714283,4.68981942156175
Ireland,2020-11-10,0.11,0.14,3.92,3.77,0.99,11.64,14.51,4.25,0.1275,0.14500000000000002,358,5,,,,,81.48,70.9,78706,394.85714285714283,7.2998058822569858
Ireland,2020-11-11,0.12,0.13,3.85,3.7,0.91,11.21,14.27,4.13,0.126,0.14,385,6,,,,,81.48,70.9,78706,369.42857142857144,7.8503499013098876
